date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sota,saves,cs,pka,pksv,totdist,live,dead,att,touches,succ,team
2021-02-14,15:30,Bundesliga,Matchweek 21,Sun,Home,W,2,0,Köln,2.5,0.3,60.0,,Makoto Hasebe,3-4-3,Frank Willenborg,Match Report,,16.0,7.0,12.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9777.0,614.0,46.0,662.0,784.0,6.0,Eintracht Frankfurt
2021-02-20,15:30,Bundesliga,Matchweek 22,Sat,Home,W,2,1,Bayern Munich,1.4,2.2,40.0,,Makoto Hasebe,3-4-3,Sascha Stegemann,Match Report,,12.0,5.0,20.4,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5728.0,362.0,50.0,413.0,544.0,12.0,Eintracht Frankfurt
2021-02-26,20:30,Bundesliga,Matchweek 23,Fri,Away,L,1,2,Werder Bremen,1.2,1.0,68.0,,Makoto Hasebe,3-4-3,Robert Hartmann,Match Report,,12.0,4.0,16.5,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,10372.0,689.0,48.0,739.0,855.0,5.0,Eintracht Frankfurt
2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Home,D,1,1,Stuttgart,1.5,0.5,58.0,,Makoto Hasebe,3-4-1-2,Robert Schröder,Match Report,,20.0,7.0,15.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7317.0,485.0,63.0,549.0,669.0,14.0,Eintracht Frankfurt
2021-03-14,15:30,Bundesliga,Matchweek 25,Sun,Away,D,1,1,RB Leipzig,1.1,1.5,43.0,,Makoto Hasebe,3-5-1-1,Felix Zwayer,Match Report,,5.0,2.0,11.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,5026.0,360.0,49.0,410.0,532.0,5.0,Eintracht Frankfurt
2021-03-20,15:30,Bundesliga,Matchweek 26,Sat,Home,W,5,2,Union Berlin,2.3,2.7,53.0,,Makoto Hasebe,3-4-1-2,Markus Schmidt,Match Report,,9.0,5.0,14.1,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,7996.0,527.0,39.0,568.0,688.0,4.0,Eintracht Frankfurt
2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Away,W,2,1,Dortmund,1.4,2.1,43.0,,Sebastian Rode,3-4-1-2,Manuel Gräfe,Match Report,,14.0,3.0,15.8,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5583.0,388.0,56.0,446.0,583.0,10.0,Eintracht Frankfurt
2021-04-10,15:30,Bundesliga,Matchweek 28,Sat,Home,W,4,3,Wolfsburg,0.9,1.2,45.0,,Sebastian Rode,3-4-1-2,Marco Fritz,Match Report,,8.0,5.0,14.1,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,4595.0,344.0,55.0,400.0,527.0,15.0,Eintracht Frankfurt
2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Away,L,0,4,M'Gladbach,0.7,2.3,63.0,,Sebastian Rode,3-4-1-2,Deniz Aytekin,Match Report,,16.0,4.0,17.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8760.0,562.0,48.0,612.0,715.0,6.0,Eintracht Frankfurt
2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Home,W,2,0,Augsburg,1.3,1.6,60.0,,Sebastian Rode,3-4-1-2,Robert Schröder,Match Report,,12.0,4.0,16.4,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,9104.0,577.0,42.0,623.0,737.0,6.0,Eintracht Frankfurt
2021-04-24,18:30,Bundesliga,Matchweek 31,Sat,Away,L,1,3,Leverkusen,2.2,2.0,49.0,,Makoto Hasebe,3-4-3,Felix Zwayer,Match Report,,13.0,5.0,12.2,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,7788.0,499.0,47.0,546.0,679.0,7.0,Eintracht Frankfurt
2021-05-09,15:30,Bundesliga,Matchweek 32,Sun,Home,D,1,1,Mainz 05,0.8,0.7,73.0,,Makoto Hasebe,3-5-2,Felix Brych,Match Report,,14.0,3.0,17.6,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,10594.0,679.0,58.0,739.0,840.0,13.0,Eintracht Frankfurt
2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,L,3,4,Schalke 04,3.1,2.8,64.0,,Makoto Hasebe,3-4-3,Sven Jablonski,Match Report,,25.0,8.0,15.1,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,9178.0,569.0,58.0,632.0,745.0,10.0,Eintracht Frankfurt
2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,W,3,1,Freiburg,2.0,0.5,52.0,,Makoto Hasebe,3-4-3,Christian Dingert,Match Report,,15.0,9.0,21.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,0.0,7886.0,518.0,46.0,565.0,668.0,6.0,Eintracht Frankfurt
2020-09-13,15:30,DFB-Pokal,First round,Sun,Away,W,7,0,Eintracht Norderstedt,,,77.0,300.0,Charles Aránguiz,4-1-4-1,Sören Storks,Match Report,,35.0,15.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,Bayer Leverkusen
2020-09-20,18:00,Bundesliga,Matchweek 1,Sun,Away,D,0,0,Wolfsburg,0.5,0.9,59.0,,Charles Aránguiz,4-1-4-1,Sven Jablonski,Match Report,,7.0,3.0,11.6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8764.0,570.0,52.0,625.0,730.0,8.0,Bayer Leverkusen
2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,D,1,1,RB Leipzig,0.9,0.9,59.0,6042.0,Charles Aránguiz,4-1-4-1,Harm Osmers,Match Report,,11.0,4.0,18.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8358.0,558.0,45.0,609.0,715.0,14.0,Bayer Leverkusen
2020-10-03,15:30,Bundesliga,Matchweek 3,Sat,Away,D,1,1,Stuttgart,1.5,0.8,52.0,9500.0,Charles Aránguiz,4-1-4-1,Robert Hartmann,Match Report,,15.0,6.0,16.8,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7602.0,465.0,49.0,515.0,626.0,8.0,Bayer Leverkusen
2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Away,W,1,0,Mainz 05,0.5,0.3,61.0,250.0,Charles Aránguiz,4-1-4-1,Bastian Dankert,Match Report,,9.0,5.0,18.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10550.0,598.0,51.0,653.0,778.0,13.0,Bayer Leverkusen
2020-10-22,18:55,Europa Lg,Group stage,Thu,Home,W,6,2,fr Nice,1.7,0.7,57.0,,Lars Bender,4-1-4-1,Fran Jović,Match Report,,10.0,9.0,21.5,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,10579.0,642.0,41.0,685.0,806.0,7.0,Bayer Leverkusen
2020-10-26,20:30,Bundesliga,Matchweek 5,Mon,Home,W,3,1,Augsburg,2.4,0.3,66.0,,Lars Bender,4-3-3,Sören Storks,Match Report,,14.0,6.0,20.6,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,12293.0,706.0,53.0,761.0,848.0,7.0,Bayer Leverkusen
2020-10-29,21:00,Europa Lg,Group stage,Thu,Away,L,0,1,cz Slavia Prague,0.8,1.4,50.0,,Julian Baumgartlinger,4-2-3-1,William Collum,Match Report,,10.0,1.0,24.2,2.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,7389.0,453.0,50.0,506.0,573.0,7.0,Bayer Leverkusen
2020-11-01,15:30,Bundesliga,Matchweek 6,Sun,Away,W,4,2,Freiburg,1.2,1.2,60.0,,Lars Bender,4-3-3,Benjamin Cortus,Match Report,,18.0,7.0,22.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,9495.0,570.0,47.0,621.0,709.0,12.0,Bayer Leverkusen
2020-11-05,19:55,Europa Lg,Group stage,Thu,Away,W,4,2,il Be'er Sheva,1.6,1.6,66.0,,Jonathan Tah,4-2-3-1,Radu Petrescu,Match Report,,18.0,8.0,19.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12151.0,722.0,40.0,762.0,855.0,9.0,Bayer Leverkusen
2020-11-08,18:00,Bundesliga,Matchweek 7,Sun,Home,W,4,3,M'Gladbach,1.3,2.7,59.0,,Lars Bender,4-3-3,Harm Osmers,Match Report,,13.0,4.0,18.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,10333.0,619.0,48.0,669.0,771.0,17.0,Bayer Leverkusen
2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,2,1,Arminia,1.2,0.0,69.0,,Lars Bender,4-3-3,Felix Brych,Match Report,,8.0,4.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11662.0,763.0,54.0,817.0,911.0,9.0,Bayer Leverkusen
2020-11-26,21:00,Europa Lg,Group stage,Thu,Home,W,4,1,il Be'er Sheva,2.9,0.3,79.0,,Jonathan Tah,3-1-4-2,Paweł Gil,Match Report,,22.0,8.0,17.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13846.0,826.0,46.0,872.0,973.0,12.0,Bayer Leverkusen
2020-11-29,15:30,Bundesliga,Matchweek 9,Sun,Home,D,0,0,Hertha BSC,1.2,0.6,58.0,,Lars Bender,4-3-3,Daniel Schlager,Match Report,,16.0,1.0,19.6,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,8270.0,509.0,56.0,565.0,663.0,10.0,Bayer Leverkusen
2020-12-03,21:00,Europa Lg,Group stage,Thu,Away,W,3,2,fr Nice,2.4,1.1,63.0,,Lars Bender,4-4-2,Maurizio Mariani,Match Report,,18.0,9.0,19.3,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,11678.0,744.0,42.0,790.0,891.0,10.0,Bayer Leverkusen
2020-12-06,18:00,Bundesliga,Matchweek 10,Sun,Away,W,3,0,Schalke 04,2.5,1.4,63.0,,Lars Bender,4-3-3,Benjamin Cortus,Match Report,,25.0,9.0,18.3,1.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,9402.0,552.0,51.0,604.0,721.0,12.0,Bayer Leverkusen
2020-12-10,18:55,Europa Lg,Group stage,Thu,Home,W,4,0,cz Slavia Prague,4.3,0.3,54.0,,Julian Baumgartlinger,4-2-3-1,Anastasios Sidiropoulos,Match Report,,18.0,7.0,12.9,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,7776.0,506.0,52.0,562.0,666.0,8.0,Bayer Leverkusen
2020-12-13,18:00,Bundesliga,Matchweek 11,Sun,Home,W,4,1,Hoffenheim,2.2,1.6,60.0,,Lars Bender,4-3-3,Martin Petersen,Match Report,,12.0,7.0,19.8,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,9113.0,582.0,39.0,625.0,739.0,12.0,Bayer Leverkusen
2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Away,W,4,0,Köln,1.6,0.4,66.0,,Lars Bender,4-2-3-1,Tobias Stieler,Match Report,,14.0,7.0,19.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10492.0,645.0,51.0,699.0,785.0,7.0,Bayer Leverkusen
2020-12-19,18:30,Bundesliga,Matchweek 13,Sat,Home,L,1,2,Bayern Munich,0.3,1.1,51.0,,Julian Baumgartlinger,4-3-3,Felix Zwayer,Match Report,,7.0,2.0,21.9,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7647.0,525.0,42.0,572.0,704.0,14.0,Bayer Leverkusen
2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,2,Eint Frankfurt,0.8,1.5,65.0,,Julian Baumgartlinger,4-3-3,Felix Brych,Match Report,,7.0,2.0,15.6,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,10173.0,603.0,56.0,662.0,784.0,15.0,Bayer Leverkusen
2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Home,D,1,1,Werder Bremen,0.7,0.3,73.0,,Julian Baumgartlinger,4-3-3,Benjamin Cortus,Match Report,,12.0,3.0,19.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11263.0,719.0,45.0,767.0,863.0,11.0,Bayer Leverkusen
2021-01-12,20:45,DFB-Pokal,Second round,Tue,Home,W,4,1,Eint Frankfurt,,,52.0,,Lars Bender,4-3-3,Christian Dingert,Match Report,,14.0,9.0,,,1.0,1.0,7.0,6.0,0.0,0.0,0.0,,,,,,,Bayer Leverkusen
2021-01-15,20:30,Bundesliga,Matchweek 16,Fri,Away,L,0,1,Union Berlin,0.9,1.4,67.0,,Julian Baumgartlinger,4-3-3,Florian Badstübner,Match Report,,13.0,3.0,19.3,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,12612.0,743.0,52.0,795.0,901.0,20.0,Bayer Leverkusen
2021-01-19,20:30,Bundesliga,Matchweek 17,Tue,Home,W,2,1,Dortmund,1.9,1.6,48.0,,Charles Aránguiz,4-3-3,Felix Zwayer,Match Report,,23.0,13.0,21.3,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,7329.0,490.0,30.0,522.0,651.0,19.0,Bayer Leverkusen
2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,L,0,1,Wolfsburg,1.3,1.0,64.0,,Charles Aránguiz,4-3-3,Marco Fritz,Match Report,,10.0,3.0,18.8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,10459.0,604.0,63.0,670.0,771.0,17.0,Bayer Leverkusen
2021-01-30,18:30,Bundesliga,Matchweek 19,Sat,Away,L,0,1,RB Leipzig,0.7,1.4,54.0,,Charles Aránguiz,4-3-3,Harm Osmers,Match Report,,8.0,3.0,24.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8230.0,507.0,50.0,561.0,691.0,12.0,Bayer Leverkusen
2021-02-02,18:30,DFB-Pokal,Round of 16,Tue,Away,L,1,2,Rot-Weiss Essen,,,69.0,,Charles Aránguiz,3-4-1-2,Daniel Schlager,Match Report,Required Extra Time,27.0,11.0,,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,,,Bayer Leverkusen
2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,W,5,2,Stuttgart,4.1,1.7,55.0,,Charles Aránguiz,4-3-3,Sven Jablonski,Match Report,,24.0,11.0,14.4,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,7941.0,479.0,39.0,519.0,646.0,14.0,Bayer Leverkusen
2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,D,2,2,Mainz 05,1.4,2.6,69.0,,Charles Aránguiz,4-3-3,Guido Winkmann,Match Report,,11.0,4.0,17.1,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,10930.0,631.0,61.0,692.0,814.0,17.0,Bayer Leverkusen
2021-02-18,18:55,Europa Lg,Round of 32,Thu,Neutral,L,3,4,ch Young Boys,2.7,2.4,59.0,,Jonathan Tah,4-3-3,Antonio Matéu Lahoz,Match Report,Leg 1 of 2,17.0,9.0,16.1,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,8954.0,537.0,48.0,585.0,682.0,19.0,Bayer Leverkusen
2021-02-21,13:30,Bundesliga,Matchweek 22,Sun,Away,D,1,1,Augsburg,0.5,1.0,73.0,,Charles Aránguiz,4-3-3,Christian Dingert,Match Report,,10.0,3.0,19.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11006.0,677.0,55.0,734.0,827.0,9.0,Bayer Leverkusen
2021-02-25,21:00,Europa Lg,Round of 32,Thu,Neutral,L,0,2,ch Young Boys,1.1,1.9,69.0,,Charles Aránguiz,3-4-1-2,Davide Massa,Match Report,Leg 2 of 2; Young Boys won,12.0,4.0,16.4,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,9567.0,596.0,60.0,658.0,761.0,15.0,Bayer Leverkusen
2021-02-28,18:00,Bundesliga,Matchweek 23,Sun,Home,L,1,2,Freiburg,1.3,1.3,66.0,,Charles Aránguiz,4-3-3,Felix Zwayer,Match Report,,22.0,5.0,17.3,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,10323.0,659.0,40.0,700.0,802.0,8.0,Bayer Leverkusen
2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Away,W,1,0,M'Gladbach,1.4,0.5,57.0,,Charles Aránguiz,4-3-3,Daniel Siebert,Match Report,,13.0,5.0,15.3,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,9384.0,586.0,46.0,634.0,749.0,13.0,Bayer Leverkusen
2021-03-14,13:30,Bundesliga,Matchweek 25,Sun,Home,L,1,2,Arminia,2.2,1.7,75.0,,Charles Aránguiz,4-3-3,Sascha Stegemann,Match Report,,20.0,5.0,15.7,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,12201.0,753.0,53.0,808.0,915.0,18.0,Bayer Leverkusen
2021-03-21,15:30,Bundesliga,Matchweek 26,Sun,Away,L,0,3,Hertha BSC,1.9,2.0,70.0,,Charles Aránguiz,4-2-3-1,Felix Brych,Match Report,,12.0,1.0,13.4,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,9396.0,600.0,49.0,650.0,759.0,12.0,Bayer Leverkusen
2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,W,2,1,Schalke 04,1.0,1.0,64.0,,Charles Aránguiz,3-5-1-1,Sven Jablonski,Match Report,,8.0,3.0,16.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12464.0,733.0,43.0,777.0,873.0,11.0,Bayer Leverkusen
2021-04-12,20:30,Bundesliga,Matchweek 28,Mon,Away,D,0,0,Hoffenheim,0.3,0.1,54.0,,Charles Aránguiz,3-4-3,Matthias Jöllenbeck,Match Report,,5.0,3.0,15.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10170.0,617.0,45.0,665.0,797.0,14.0,Bayer Leverkusen
2021-04-17,18:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Köln,1.6,1.0,43.0,,Charles Aránguiz,3-4-3,Sören Storks,Match Report,,8.0,5.0,13.3,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5539.0,377.0,49.0,427.0,534.0,7.0,Bayer Leverkusen
2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Away,L,0,2,Bayern Munich,0.6,1.7,40.0,,Charles Aránguiz,3-4-3,Guido Winkmann,Match Report,,7.0,4.0,17.7,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,6331.0,400.0,45.0,448.0,557.0,16.0,Bayer Leverkusen
2021-04-24,18:30,Bundesliga,Matchweek 31,Sat,Home,W,3,1,Eint Frankfurt,2.0,2.2,51.0,,Jonathan Tah,4-2-3-1,Felix Zwayer,Match Report,,19.0,9.0,16.4,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,8125.0,537.0,38.0,576.0,702.0,17.0,Bayer Leverkusen
2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Away,D,0,0,Werder Bremen,1.1,0.7,62.0,,Jonathan Tah,4-2-3-1,Markus Schmidt,Match Report,,14.0,4.0,18.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9701.0,582.0,52.0,636.0,728.0,18.0,Bayer Leverkusen
2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Union Berlin,1.5,1.3,49.0,,Charles Aránguiz,3-4-3,Patrick Ittrich,Match Report,,10.0,4.0,16.2,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,8087.0,503.0,47.0,551.0,649.0,5.0,Bayer Leverkusen
2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,L,1,3,Dortmund,1.8,1.1,47.0,,Charles Aránguiz,4-2-3-1,Manuel Gräfe,Match Report,,15.0,6.0,19.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,7374.0,518.0,35.0,554.0,644.0,10.0,Bayer Leverkusen
2020-09-12,18:30,DFB-Pokal,First round,Sat,Away,W,1,0,Karlsruher,,,50.0,450.0,Christopher Trimmel,3-4-1-2,Benjamin Cortus,Match Report,Required Extra Time,13.0,6.0,,,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,,,,,Union Berlin
2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Home,L,1,3,Augsburg,1.2,1.5,59.0,4600.0,Christopher Trimmel,4-3-3,Marco Fritz,Match Report,,15.0,3.0,21.1,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,9629.0,546.0,53.0,603.0,696.0,9.0,Union Berlin
2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1,1,M'Gladbach,0.8,1.8,37.0,10383.0,Christopher Trimmel,3-4-3,Tobias Stieler,Match Report,,14.0,2.0,19.3,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,5097.0,365.0,45.0,410.0,525.0,5.0,Union Berlin
2020-10-02,20:30,Bundesliga,Matchweek 3,Fri,Home,W,4,0,Mainz 05,2.5,0.3,50.0,4400.0,Christopher Trimmel,3-4-3,Sascha Stegemann,Match Report,,11.0,7.0,11.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7631.0,488.0,43.0,533.0,659.0,5.0,Union Berlin
2020-10-18,18:00,Bundesliga,Matchweek 4,Sun,Away,D,1,1,Schalke 04,1.0,0.4,47.0,300.0,Christopher Trimmel,4-2-3-1,Patrick Ittrich,Match Report,,11.0,6.0,18.3,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,6648.0,421.0,55.0,478.0,561.0,9.0,Union Berlin
2020-10-24,15:30,Bundesliga,Matchweek 5,Sat,Home,D,1,1,Freiburg,1.6,0.3,51.0,4500.0,Christopher Trimmel,4-2-3-1,Robert Schröder,Match Report,,19.0,7.0,18.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7232.0,405.0,50.0,457.0,578.0,5.0,Union Berlin
2020-11-02,20:30,Bundesliga,Matchweek 6,Mon,Away,W,3,1,Hoffenheim,3.6,1.3,40.0,,Marvin Friedrich,3-4-1-2,Robert Hartmann,Match Report,,8.0,5.0,12.2,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,6119.0,335.0,50.0,388.0,485.0,7.0,Union Berlin
2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Home,W,5,0,Arminia,2.0,0.3,51.0,,Christopher Trimmel,4-2-3-1,Matthias Jöllenbeck,Match Report,,11.0,8.0,18.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9900.0,540.0,30.0,572.0,652.0,3.0,Union Berlin
2020-11-22,18:00,Bundesliga,Matchweek 8,Sun,Away,W,2,1,Köln,1.8,1.2,51.0,,Christopher Trimmel,4-2-3-1,Tobias Stieler,Match Report,,8.0,2.0,17.8,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,7511.0,473.0,49.0,524.0,630.0,8.0,Union Berlin
2020-11-28,15:30,Bundesliga,Matchweek 9,Sat,Home,D,3,3,Eint Frankfurt,2.4,1.4,44.0,,Christopher Trimmel,4-2-3-1,Tobias Reichel,Match Report,,14.0,6.0,18.8,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,5862.0,387.0,50.0,441.0,562.0,5.0,Union Berlin
2020-12-04,20:30,Bundesliga,Matchweek 10,Fri,Away,L,1,3,Hertha BSC,0.3,0.7,32.0,,Christopher Trimmel,3-4-1-2,Felix Brych,Match Report,,5.0,1.0,17.2,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,4137.0,287.0,39.0,327.0,423.0,9.0,Union Berlin
2020-12-12,18:30,Bundesliga,Matchweek 11,Sat,Home,D,1,1,Bayern Munich,1.3,1.1,33.0,,Christopher Trimmel,4-1-4-1,Bastian Dankert,Match Report,,12.0,5.0,20.9,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4215.0,311.0,40.0,353.0,474.0,8.0,Union Berlin
2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Away,D,2,2,Stuttgart,0.7,2.0,38.0,,Christopher Trimmel,5-3-2,Sascha Stegemann,Match Report,,15.0,5.0,18.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4517.0,289.0,53.0,343.0,462.0,7.0,Union Berlin
2020-12-18,20:30,Bundesliga,Matchweek 13,Fri,Home,W,2,1,Dortmund,1.0,1.3,30.0,,Christopher Trimmel,4-1-4-1,Harm Osmers,Match Report,,12.0,5.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3499.0,274.0,49.0,325.0,444.0,3.0,Union Berlin
2020-12-22,20:45,DFB-Pokal,Second round,Tue,Home,L,2,3,Paderborn 07,,,55.0,,Christopher Trimmel,4-1-4-1,Frank Willenborg,Match Report,,19.0,4.0,,,0.0,0.0,5.0,2.0,0.0,0.0,0.0,,,,,,,Union Berlin
2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Away,W,2,0,Werder Bremen,1.0,0.8,43.0,,Christopher Trimmel,5-3-2,Tobias Stieler,Match Report,,9.0,2.0,19.6,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5116.0,385.0,59.0,447.0,561.0,4.0,Union Berlin
2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Home,D,2,2,Wolfsburg,1.0,1.9,48.0,,Christopher Trimmel,3-5-2,Patrick Ittrich,Match Report,,13.0,6.0,17.3,1.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,6139.0,429.0,45.0,475.0,584.0,8.0,Union Berlin
2021-01-15,20:30,Bundesliga,Matchweek 16,Fri,Home,W,1,0,Leverkusen,1.4,0.9,33.0,,Christopher Trimmel,3-1-4-2,Florian Badstübner,Match Report,,11.0,3.0,20.6,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,4824.0,362.0,37.0,399.0,513.0,12.0,Union Berlin
2021-01-20,20:30,Bundesliga,Matchweek 17,Wed,Away,L,0,1,RB Leipzig,0.2,1.6,33.0,,Marvin Friedrich,3-1-4-2,Markus Schmidt,Match Report,,4.0,1.0,22.7,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5652.0,378.0,42.0,423.0,543.0,3.0,Union Berlin
2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,2,Augsburg,1.7,1.0,64.0,,Christopher Trimmel,3-4-3,Felix Brych,Match Report,,8.0,4.0,17.3,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,9012.0,571.0,48.0,621.0,702.0,12.0,Union Berlin
2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Home,D,1,1,M'Gladbach,0.8,0.9,43.0,,Marvin Friedrich,3-5-2,Bastian Dankert,Match Report,,13.0,2.0,17.3,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,6719.0,433.0,45.0,479.0,583.0,6.0,Union Berlin
2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Away,L,0,1,Mainz 05,1.2,2.0,57.0,,Christopher Trimmel,3-5-2,Sascha Stegemann,Match Report,,11.0,4.0,17.4,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,7243.0,482.0,56.0,542.0,668.0,6.0,Union Berlin
2021-02-13,18:30,Bundesliga,Matchweek 21,Sat,Home,D,0,0,Schalke 04,2.0,0.3,38.0,,Christopher Trimmel,3-5-2,Daniel Schlager,Match Report,,20.0,3.0,18.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4285.0,335.0,42.0,379.0,510.0,1.0,Union Berlin
